"Track URI","Track Name","Artist URI(s)","Artist Name(s)","Album URI","Album Name","Album Artist URI(s)","Album Artist Name(s)","Album Release Date","Album Image URL","Disc Number","Track Number","Track Duration (ms)","Track Preview URL","Explicit","Popularity","ISRC","Added By","Added At"
"spotify:track:5VEJvUdOjNUQnYmZGUjnQZ","Come At Me Bro - Original Mix","spotify:artist:6XPfY4QyCgpGvRcvHt4b7W, spotify:artist:1JKstj1A51akNfRp76apBf, spotify:artist:1tW6Sv2sX7ueYDdcofkoH5","Sinister Souls, Gein, Bratkilla","spotify:album:3N6nysye6rhwRgI7KBAJVq","Horns Up","spotify:artist:6XPfY4QyCgpGvRcvHt4b7W","Sinister Souls","2014-08-25","https://i.scdn.co/image/ab67616d0000b273ba839e840ffe5ed4dd6f64d1","1","3","407285","https://p.scdn.co/mp3-preview/56eac5dee067552d2d3293f0b56b8b1ac74e93e6?cid=9950ac751e34487dbbe027c4fd7f8e99","false","12","NLCK41402123","spotify:user:11126428529","2018-12-07T18:02:31Z"
"spotify:track:2zUTNBQxEuqCaheVuwu1zF","Hearing Damage","spotify:artist:4eujb0S8BP4Oy9suTA04mE","Gydra","spotify:album:2uDiuTkCWYQL68I3vLDNPE","Alarm / Hearing Damage","spotify:artist:4eujb0S8BP4Oy9suTA04mE","Gydra","2018-02-05","https://i.scdn.co/image/ab67616d0000b2737718473491c01715070793b5","1","2","252104","https://p.scdn.co/mp3-preview/3423a3e7c57eb842e508e7466315da673793b739?cid=9950ac751e34487dbbe027c4fd7f8e99","false","0","GB8KE1758969","spotify:user:11126428529","2018-12-07T19:45:16Z"
"spotify:track:7LjpifYKBuYGzJnNMH3AjP","Noise Of The Machine","spotify:artist:4eujb0S8BP4Oy9suTA04mE","Gydra","spotify:album:6pYwxvrzouiwws6FpKJINl","Unhinged","spotify:artist:4eujb0S8BP4Oy9suTA04mE","Gydra","2017-03-06","https://i.scdn.co/image/ab67616d0000b2736da48030e98401256325d969","1","2","300689","https://p.scdn.co/mp3-preview/a4aec08f72b5cf59b7e58d322e19f9de1185e674?cid=9950ac751e34487dbbe027c4fd7f8e99","false","0","GB8KE1652098","spotify:user:11126428529","2018-12-08T10:28:01Z"
"spotify:track:1QXLovacCins3U6nZEtIFR","Alarm","spotify:artist:4eujb0S8BP4Oy9suTA04mE","Gydra","spotify:album:2uDiuTkCWYQL68I3vLDNPE","Alarm / Hearing Damage","spotify:artist:4eujb0S8BP4Oy9suTA04mE","Gydra","2018-02-05","https://i.scdn.co/image/ab67616d0000b2737718473491c01715070793b5","1","1","311723","https://p.scdn.co/mp3-preview/15266cb692af0088fc2e2292d52a512bce90c987?cid=9950ac751e34487dbbe027c4fd7f8e99","false","0","GB8KE1758968","spotify:user:11126428529","2018-12-08T10:45:32Z"
"spotify:track:1MXQ9ZYoRxL3b8OBh4mfI3","Problem - Original Mix","spotify:artist:4eujb0S8BP4Oy9suTA04mE","Gydra","spotify:album:6f8gWnrEUQWs6bpamms7zq","Killparty EP","spotify:artist:4eujb0S8BP4Oy9suTA04mE","Gydra","2017-11-13","https://i.scdn.co/image/ab67616d0000b273c536d9f68dc872917e8d7dc6","1","2","283515","https://p.scdn.co/mp3-preview/69fd69452f0ac0ed0241c73696aa23aa96d34157?cid=9950ac751e34487dbbe027c4fd7f8e99","false","30","NLCK41043794","spotify:user:11126428529","2018-12-08T10:48:41Z"
"spotify:track:5LfDWM2eGcv1m35HsSGVnD","Primitive Instinct - Original Mix","spotify:artist:4eujb0S8BP4Oy9suTA04mE","Gydra","spotify:album:6f8gWnrEUQWs6bpamms7zq","Killparty EP","spotify:artist:4eujb0S8BP4Oy9suTA04mE","Gydra","2017-11-13","https://i.scdn.co/image/ab67616d0000b273c536d9f68dc872917e8d7dc6","1","4","297931","https://p.scdn.co/mp3-preview/a1fd272c9c66fed6b60b00807bb65051d1d85ef0?cid=9950ac751e34487dbbe027c4fd7f8e99","false","22","NLCK41043796","spotify:user:11126428529","2018-12-08T13:16:11Z"
"spotify:track:3h4YGKmdLx2RfFxTIfYkht","Ikra - Original Mix","spotify:artist:4eujb0S8BP4Oy9suTA04mE","Gydra","spotify:album:6f8gWnrEUQWs6bpamms7zq","Killparty EP","spotify:artist:4eujb0S8BP4Oy9suTA04mE","Gydra","2017-11-13","https://i.scdn.co/image/ab67616d0000b273c536d9f68dc872917e8d7dc6","1","1","295775","https://p.scdn.co/mp3-preview/84245f89e638c183c29047375ea12ec10f152dd8?cid=9950ac751e34487dbbe027c4fd7f8e99","false","36","NLCK41043793","spotify:user:11126428529","2018-12-08T13:17:17Z"
"spotify:track:5u50tqVeQM77Y4qugyWuUJ","Revenge","spotify:artist:7yRkgZyRXaO7oh1hTEyKNo","Smooth","spotify:album:3yyuU1IcYOB5mZL6nmsm1v","WTF / Revenge","spotify:artist:7yRkgZyRXaO7oh1hTEyKNo","Smooth","2015-12-04","https://i.scdn.co/image/ab67616d0000b27322017addb5dbf87edadd378f","1","2","237252","https://p.scdn.co/mp3-preview/89c50bfece62554eeddd957f03b5f38ba3aa14c8?cid=9950ac751e34487dbbe027c4fd7f8e99","false","0","GBTMZ1500400","spotify:user:11126428529","2018-12-08T13:17:32Z"
"spotify:track:4OyTFWc9kB4x62AoAIaj5P","Electric","spotify:artist:7F6nxkPQrlh4qWDetjgnpX","The Prototypes","spotify:album:71nWlJxsMNOS1sC48ngRgi","Electric","spotify:artist:7F6nxkPQrlh4qWDetjgnpX","The Prototypes","2017-01-27","https://i.scdn.co/image/ab67616d0000b273fa66984fb60a1806fc878a47","1","1","259145","https://p.scdn.co/mp3-preview/b9ab7e09a6eb9efe09032c1ca046b1662e6cb28b?cid=9950ac751e34487dbbe027c4fd7f8e99","false","24","NLCK41036678","spotify:user:11126428529","2018-12-08T13:18:01Z"
"spotify:track:7M1TVs5VETqYRoPqlzY8Qm","No Advance","spotify:artist:3PAXvY08KxX5HmCsmKw4x8","Black Sun Empire","spotify:album:3jRXhK0kOWY92s8IdOxe2M","The Wrong Room","spotify:artist:3PAXvY08KxX5HmCsmKw4x8","Black Sun Empire","2017-03-31","https://i.scdn.co/image/ab67616d0000b273ba4225c379429a7c2041756c","1","12","276108","https://p.scdn.co/mp3-preview/8ef618ac2bd7549f6cca7ae8c877a59724c279ae?cid=9950ac751e34487dbbe027c4fd7f8e99","false","22","USQY51712541","spotify:user:11126428529","2018-12-08T13:20:00Z"
"spotify:track:1j1Z2JsOKwwPolQkBG3tVn","Inception - Gydra Remix","spotify:artist:1Vdk9S1mbO9mlyFE5N3Fkd, spotify:artist:5DAUnt6HfjopWIIHuJhnYe, spotify:artist:4eujb0S8BP4Oy9suTA04mE","Optiv, BTK, Gydra","spotify:album:3GArjkQEfelpWYVNMXXnD2","REWORKS Part Three","spotify:artist:0LyfQWJT6nXafLPZqxe9Of","Various Artists","2016-08-19","https://i.scdn.co/image/ab67616d0000b273c8645b64d679bc36acfeb8f6","1","4","280000","https://p.scdn.co/mp3-preview/bcb97fceb96099765502aaa573881ae7f47a59a4?cid=9950ac751e34487dbbe027c4fd7f8e99","false","28","NLCK41033297","spotify:user:11126428529","2018-12-08T13:28:53Z"
"spotify:track:6bqGnJiCScYkIHYPXEtpfg","Bass Symptom","spotify:artist:1zrdAXKrZn6gpYHjGO33HJ","Mr.Frenkie","spotify:album:1pwy6qoLFEVqeK17M8S86z","Blackout: Best of 2017","spotify:artist:2QZNC8pRGkdQSuQnqBP29g","Rido","2018-01-05","https://i.scdn.co/image/ab67616d0000b273214600108c0bcfd65bec9f4e","1","13","278186","https://p.scdn.co/mp3-preview/9307bbf6e333b387ab52e830629b716200f0259f?cid=9950ac751e34487dbbe027c4fd7f8e99","false","33","USQY51772740","spotify:user:11126428529","2018-12-08T14:13:39Z"
"spotify:track:5Qbno1mMytw7A1Fkvj2kaR","No End For The Darkness","spotify:artist:243PLqNNIyCzGQlKdnGmOJ","Katharsys","spotify:album:5fTJZN4pP8FRmTtLeckCxL","Forbidden Society Recordings LTD 004","spotify:artist:243PLqNNIyCzGQlKdnGmOJ","Katharsys","2012-02-20","https://i.scdn.co/image/ab67616d0000b273e1b70c460f6a2e3690c53e4e","1","1","361637","https://p.scdn.co/mp3-preview/b4d62fc26f202d458356b58a78045c5d15461d08?cid=9950ac751e34487dbbe027c4fd7f8e99","false","15","NLCK41013740","spotify:user:11126428529","2018-12-08T14:32:35Z"
"spotify:track:1TUsMAe0CJy93vOuU5rkCY","One Hundred Thousand","spotify:artist:243PLqNNIyCzGQlKdnGmOJ, spotify:artist:79JBzbzeNHhY3HDtbCUcxc","Katharsys, Forbidden Society","spotify:album:5fTJZN4pP8FRmTtLeckCxL","Forbidden Society Recordings LTD 004","spotify:artist:243PLqNNIyCzGQlKdnGmOJ","Katharsys","2012-02-20","https://i.scdn.co/image/ab67616d0000b273e1b70c460f6a2e3690c53e4e","1","3","353737","https://p.scdn.co/mp3-preview/c4988a4f1e3258b5ef6bca98b710478384b9a9fa?cid=9950ac751e34487dbbe027c4fd7f8e99","false","3","NLCK41013742","spotify:user:11126428529","2018-12-08T14:38:47Z"
"spotify:track:0T1fvOHE9YdSVioXkdSRfx","The Message","spotify:artist:3rNP0CUzTxxuNpc3ze8rXV, spotify:artist:3PAXvY08KxX5HmCsmKw4x8","Prolix, Black Sun Empire","spotify:album:5Oui38YjVhVCi5e0Ug9rgf","The Message","spotify:artist:3rNP0CUzTxxuNpc3ze8rXV, spotify:artist:3PAXvY08KxX5HmCsmKw4x8","Prolix, Black Sun Empire","2018-07-27","https://i.scdn.co/image/ab67616d0000b27367281eb83019a8c9153c9a06","1","1","320030","https://p.scdn.co/mp3-preview/c542172d9c6ffa770a6c318f5597dbff11047133?cid=9950ac751e34487dbbe027c4fd7f8e99","false","13","USA2P1843097","spotify:user:11126428529","2018-12-10T15:29:57Z"
"spotify:track:0K2eSxj2kvhdyTFpk5tzlg","Teleportation - The Prototypes Remix","spotify:artist:4zymhxzJ0UJc74tMHGyoWs, spotify:artist:7F6nxkPQrlh4qWDetjgnpX","Dirtyphonics, The Prototypes","spotify:album:2oeQkEDOpx5wInNGMuL6IQ","Teleportation (The Prototypes Remix)","spotify:artist:4zymhxzJ0UJc74tMHGyoWs, spotify:artist:7F6nxkPQrlh4qWDetjgnpX","Dirtyphonics, The Prototypes","2017-03-17","https://i.scdn.co/image/ab67616d0000b273ecd3918d71c134d7fd71fcb5","1","1","304457","https://p.scdn.co/mp3-preview/69664bc44dd0f1622d3d91457b0c15358cddd9fb?cid=9950ac751e34487dbbe027c4fd7f8e99","false","0","GB7P71700005","spotify:user:11126428529","2018-12-16T16:50:27Z"
"spotify:track:3JokgxsI9RJtpo7ScOvOaO","Blitz","spotify:artist:54qqaSH6byJIb8eFWxe3Pj","Mefjus","spotify:album:3Sw40mMAzCkIyAHQ8rtNoE","Blitz - EP","spotify:artist:54qqaSH6byJIb8eFWxe3Pj","Mefjus","2015-12-25","https://i.scdn.co/image/ab67616d0000b273b261948ac814bc7e51c244f9","1","1","264008","https://p.scdn.co/mp3-preview/f94718af546fd7a57d6f86cf93a4b0755404a3a6?cid=9950ac751e34487dbbe027c4fd7f8e99","false","0","DEQ121536263","spotify:user:11126428529","2018-12-16T21:02:31Z"
"spotify:track:24ySkp8LemsZFzelhKZtPa","Pull the Trigger","spotify:artist:3PAXvY08KxX5HmCsmKw4x8, spotify:artist:6Piel9jEbV4Qb18Yw1B2dI","Black Sun Empire, State of Mind","spotify:album:5qnXX8qmOtGbBEd7m0pxU6","The Violent Five","spotify:artist:3PAXvY08KxX5HmCsmKw4x8, spotify:artist:6Piel9jEbV4Qb18Yw1B2dI","Black Sun Empire, State of Mind","2016-03-04","https://i.scdn.co/image/ab67616d0000b273d49304576dc78d6e66d48014","1","1","298931","https://p.scdn.co/mp3-preview/0dacbddb636df60e015771c79c2fa39cf01a0334?cid=9950ac751e34487dbbe027c4fd7f8e99","false","38","USA2P1611490","spotify:user:11126428529","2018-12-16T21:02:52Z"
"spotify:track:03X65sd1x6TWmPXBlua0uj","Bad Omen - State of Mind Remix","spotify:artist:1dDzlLlakr2JyoK4EtRv5L, spotify:artist:6Piel9jEbV4Qb18Yw1B2dI","Neonlight, State of Mind","spotify:album:2jlDMymdeDPKRzM4YpnEL8","My Galactic Tale Epilogue (Deluxe Edition)","spotify:artist:1dDzlLlakr2JyoK4EtRv5L","Neonlight","2016","https://i.scdn.co/image/ab67616d0000b2731519cea152cdfab9664f8084","1","17","316050","https://p.scdn.co/mp3-preview/492d25c1fdb7331f7244c89c353e52610ae8f212?cid=9950ac751e34487dbbe027c4fd7f8e99","false","15","NLCK41050479","spotify:user:11126428529","2018-12-22T12:27:14Z"
"spotify:track:2RjWCcfCOMzKeRJzeoe4h6","Dead Limit","spotify:artist:4YWj8sohRDjL9deiuRvEEY, spotify:artist:5fbq6W6HAncSYaFtlQi7fF","Noisia, The Upbeats","spotify:album:67RahkVaNI1yaCSYBKL5Ij","Dead Limit","spotify:artist:4YWj8sohRDjL9deiuRvEEY, spotify:artist:5fbq6W6HAncSYaFtlQi7fF","Noisia, The Upbeats","2015-08-31","https://i.scdn.co/image/ab67616d0000b2730d2b17620118399e0134f17e","1","1","361395","https://p.scdn.co/mp3-preview/f2e0c83b08147fa24a92cd5e2287ad08b87b5049?cid=9950ac751e34487dbbe027c4fd7f8e99","false","46","USQY51590868","spotify:user:11126428529","2019-01-05T20:20:41Z"
"spotify:track:747fb8ZXouBUvUrkuROoBL","Collision","spotify:artist:1zErXDrChp7heWGAjO00Xl","Audio","spotify:album:6ECt1oIwkCxcIHtcAHH6Hx","Genesis Device","spotify:artist:1zErXDrChp7heWGAjO00Xl","Audio","2010-09-05","https://i.scdn.co/image/ab67616d0000b273cf7107a8ee0bccbfb4d45e84","1","7","375172","https://p.scdn.co/mp3-preview/cc2254fb3f9ba7f44c75283bc0bd808d3c0fbf31?cid=9950ac751e34487dbbe027c4fd7f8e99","false","36","GBTKW1090807","spotify:user:11126428529","2019-01-05T20:20:46Z"
"spotify:track:5LNDa6m5qMh5pJZ6dkPdbC","BBT","spotify:artist:0CRJK2gwHjs3IKm4uhjNTR","Pythius","spotify:album:29FNbMhCBlUazaO3Ktl9o6","Abandon","spotify:artist:0CRJK2gwHjs3IKm4uhjNTR","Pythius","2014-11-17","https://i.scdn.co/image/ab67616d0000b273b30a9cfce1174bf5b273abfd","1","3","314482","https://p.scdn.co/mp3-preview/e7290cb4aab76ec8e7eb830da02a69908fb404f2?cid=9950ac751e34487dbbe027c4fd7f8e99","false","34","USA2P1456119","spotify:user:11126428529","2019-01-05T20:20:56Z"
"spotify:track:67L22JRFVLxRGIuYyqitVB","Pulsation","spotify:artist:4HVopeHcb4aGTBsfIRrRcQ, spotify:artist:54qqaSH6byJIb8eFWxe3Pj","InsideInfo, Mefjus","spotify:album:0JUz20ttTxINtNUgLNO5kR","Pulsation / Talisman","spotify:artist:4HVopeHcb4aGTBsfIRrRcQ, spotify:artist:54qqaSH6byJIb8eFWxe3Pj","InsideInfo, Mefjus","2015-10-09","https://i.scdn.co/image/ab67616d0000b27312555279157675fcc59f974c","1","1","287441","https://p.scdn.co/mp3-preview/821ef14d5104b99d684b234ff940ab7c0890da52?cid=9950ac751e34487dbbe027c4fd7f8e99","false","0","GBTMZ1500392","spotify:user:11126428529","2019-01-05T20:22:13Z"
"spotify:track:6mLrK4lSj9gJNlZT1rpoDd","Blueprint","spotify:artist:2QZNC8pRGkdQSuQnqBP29g, spotify:artist:32rwroseSEZ7dEwooAUikF","Rido, Joe Ford","spotify:album:4uZh7mZQBhhCbbZS67B9mB","Rido & The Gang","spotify:artist:2QZNC8pRGkdQSuQnqBP29g","Rido","2019-01-07","https://i.scdn.co/image/ab67616d0000b273d53877bd4fa9615f89d42455","1","3","301395","https://p.scdn.co/mp3-preview/cefeae35df2c3111abae227fcdf2ce5d9eef4377?cid=9950ac751e34487dbbe027c4fd7f8e99","false","14","NLCK41052582","spotify:user:11126428529","2019-01-08T07:21:30Z"
"spotify:track:2ih1q9Bj6xfWY9RWo8O6JP","Cobra - Katharsys Remix","spotify:artist:79JBzbzeNHhY3HDtbCUcxc","Forbidden Society","spotify:album:50l4iwzISZi2USUVJugQeX","The Overkill Compilation","spotify:artist:79JBzbzeNHhY3HDtbCUcxc","Forbidden Society","2013-10-25","https://i.scdn.co/image/ab67616d0000b273f74ca2f40aa5016d416f976f","1","1","373080","https://p.scdn.co/mp3-preview/d5babb6e964ea906650ae12998d48927bf5f683a?cid=9950ac751e34487dbbe027c4fd7f8e99","false","18","NLCK41022800","spotify:user:11126428529","2019-01-08T07:35:07Z"
"spotify:track:6c1hFCCh7JtC84gKIYzPb7","Dustup","spotify:artist:4YWj8sohRDjL9deiuRvEEY, spotify:artist:5fbq6W6HAncSYaFtlQi7fF","Noisia, The Upbeats","spotify:album:6DlwvQaWd9QuPGO2LkXBCa","Imperial EP","spotify:artist:4YWj8sohRDjL9deiuRvEEY","Noisia","2012-06-25","https://i.scdn.co/image/ab67616d0000b273e6c516464a5e622ea863aa37","1","3","301395","https://p.scdn.co/mp3-preview/04240da4044877464d99c9470703daec1cd4ec55?cid=9950ac751e34487dbbe027c4fd7f8e99","false","38","NLCK41015554","spotify:user:11126428529","2019-01-08T10:43:52Z"
"spotify:track:05ujWFCmpWk0JkAEMAwt2c","Infinity","spotify:artist:4D5VLxuFvZ058Z5S8YmE47, spotify:artist:3rNP0CUzTxxuNpc3ze8rXV","DC Breaks, Prolix","spotify:album:4KApwPNXV5GnhtVIZg9rWh","Different Breed","spotify:artist:4D5VLxuFvZ058Z5S8YmE47","DC Breaks","2017-04-03","https://i.scdn.co/image/ab67616d0000b273847f0755e37d49a81daa380a","1","11","282758","https://p.scdn.co/mp3-preview/aa8ef3b78130ee7811765b11b9274c700e5066fe?cid=9950ac751e34487dbbe027c4fd7f8e99","false","0","GB5KW1602434","spotify:user:11126428529","2019-01-08T10:48:34Z"
"spotify:track:6Bs6m3YhXMbHyx9kaKvoWU","Beat Down","spotify:artist:3rNP0CUzTxxuNpc3ze8rXV, spotify:artist:4D5VLxuFvZ058Z5S8YmE47","Prolix, DC Breaks","spotify:album:5FAy2Z8mEsFJVvI8FyEltv","Beat Down","spotify:artist:3rNP0CUzTxxuNpc3ze8rXV","Prolix","2018-09-14","https://i.scdn.co/image/ab67616d0000b273463756ce3a85427f2e656adb","1","1","322570","https://p.scdn.co/mp3-preview/ab018ee4fb9c4ee9b30856c47e4b7d11fc26b91f?cid=9950ac751e34487dbbe027c4fd7f8e99","false","9","USA2P1863071","spotify:user:11126428529","2019-01-08T10:50:43Z"
"spotify:track:6NAwh6AMBTAXcVdFeeF8MJ","Drop It Down Low - Joe Ford Remix","spotify:artist:6x86bGIETlG5r3bBa8K6F3, spotify:artist:32rwroseSEZ7dEwooAUikF","L 33, Joe Ford","spotify:album:3Si2qV8hiloNT0GM7vut6V","Karate LP (The Black Belt Edition)","spotify:artist:6x86bGIETlG5r3bBa8K6F3","L 33","2017-02-27","https://i.scdn.co/image/ab67616d0000b273dc04ba858df67d3c57db887f","1","2","290232","https://p.scdn.co/mp3-preview/9ee4ce0966935c740495edfac07b2a90aae82982?cid=9950ac751e34487dbbe027c4fd7f8e99","false","7","NLCK41037372","spotify:user:11126428529","2019-01-08T17:37:31Z"
"spotify:track:2rnDPE04mBt78lfmp9JNDP","Take You Higher","spotify:artist:6m8itYST9ADjBIYevXSb1r","Wilkinson","spotify:album:5BetJhjCEWc6GFfqSPupUB","Lazers Not Included","spotify:artist:6m8itYST9ADjBIYevXSb1r","Wilkinson","2013-01-01","https://i.scdn.co/image/ab67616d0000b27307fe7114e6d639a58ab792a1","1","4","287241","https://p.scdn.co/mp3-preview/c02b0273b1ed21fe81c842bb7fdd20910f367b3b?cid=9950ac751e34487dbbe027c4fd7f8e99","false","52","GBBZH1300009","spotify:user:11126428529","2019-01-10T13:34:33Z"
"spotify:track:3VhVTIpBudKzxdsL2cnany","Trigger Warning","spotify:artist:7jnJgk7LLLdpPhXrOOZXCa, spotify:artist:02YADYfHT90KLmFFl0RHib","Ed Solo, Bengal","spotify:album:4fPiRWuJotRZFj2f8QfvfU","Trigger Warning / Shadow Ban","spotify:artist:7jnJgk7LLLdpPhXrOOZXCa","Ed Solo","2018-04-23","https://i.scdn.co/image/ab67616d0000b27316d359ff1c7d6e08c63106d9","1","1","200228","https://p.scdn.co/mp3-preview/1569d87475e6b3d60fe5b7152eb50db8addc8a32?cid=9950ac751e34487dbbe027c4fd7f8e99","false","22","GBFG91800047","spotify:user:11126428529","2019-01-10T15:21:12Z"
"spotify:track:1wq1pp9EhEHUm4MSZ1Ul4t","Come Follow We","spotify:artist:602tBNQHNIZL6tsB2RHAV1, spotify:artist:0QcfgyqCD1uUlFO2IFyYaB","Benny Page, David Boomah","spotify:album:3ObldPK8FdnCeusERlRtJ5","Come Follow We","spotify:artist:602tBNQHNIZL6tsB2RHAV1, spotify:artist:0QcfgyqCD1uUlFO2IFyYaB","Benny Page, David Boomah","2017-06-16","https://i.scdn.co/image/ab67616d0000b273a49dee3c509b04cebe0b08e4","1","1","191255","https://p.scdn.co/mp3-preview/5c8dd69af1419987a58af2258122a4021c8caf95?cid=9950ac751e34487dbbe027c4fd7f8e99","false","0","GB8KE1754190","spotify:user:11126428529","2019-01-10T15:33:44Z"
"spotify:track:3rIrr2cd9QUDBbanq5KyCF","Metal and Blood","spotify:artist:0CkiYkMz5IJtF8rJ3dlYac, spotify:artist:3Essjr4pCQMhFhbDuhjD7q, spotify:artist:4xaF2VIGwhWyEMbM6GuLdm","Drumsound, Bassline Smith, Teddy Killerz","spotify:album:6wTTaEuu8VDn7vSwYbC6YX","Metal & Blood","spotify:artist:0CkiYkMz5IJtF8rJ3dlYac, spotify:artist:3Essjr4pCQMhFhbDuhjD7q, spotify:artist:4xaF2VIGwhWyEMbM6GuLdm","Drumsound, Bassline Smith, Teddy Killerz","2018-06-29","https://i.scdn.co/image/ab67616d0000b2735fa7bbc624fcb4eaf57313f6","1","1","256551","https://p.scdn.co/mp3-preview/9f04b2244fe007f28c131d391233ab27a10d920d?cid=9950ac751e34487dbbe027c4fd7f8e99","false","24","USA2P1833855","spotify:user:11126428529","2019-01-11T15:13:27Z"
"spotify:track:1lRq3wwwCFsPIQAR5FDZ7i","Decisions","spotify:artist:3o46xaXZd75wUeb2Zfc4o5, spotify:artist:54qqaSH6byJIb8eFWxe3Pj","Phace, Mefjus","spotify:album:7igzcvnnfYfP1ROucvAZgc","Wastemen","spotify:artist:3o46xaXZd75wUeb2Zfc4o5, spotify:artist:54qqaSH6byJIb8eFWxe3Pj","Phace, Mefjus","2017-09-01","https://i.scdn.co/image/ab67616d0000b273e36345bbd1e42eec899f2786","1","1","295333","https://p.scdn.co/mp3-preview/1f651dfa90b1cf82cb246f931e98c41fd5e616d3?cid=9950ac751e34487dbbe027c4fd7f8e99","false","0","DEQ121749824","spotify:user:11126428529","2019-01-11T15:28:53Z"
"spotify:track:0fmm3FEk3EfuUV7iSwoaMv","Dominator","spotify:artist:0lIGpsBKeWfKRAwtiWz0mo, spotify:artist:0PvM7YGil23rlj6bXdv8kZ, spotify:artist:2kUNDOK5StemhF8zfPju2p","June Miller, James Marvel, MC Mota","spotify:album:11fhLzzk8fbyaUiMHOzV6t","Dominator / A Pinda Funk","spotify:artist:0lIGpsBKeWfKRAwtiWz0mo, spotify:artist:0PvM7YGil23rlj6bXdv8kZ, spotify:artist:2kUNDOK5StemhF8zfPju2p","June Miller, James Marvel, MC Mota","2017-05-19","https://i.scdn.co/image/ab67616d0000b273d234a4d45aa9f3c1f85ab397","1","1","232733","https://p.scdn.co/mp3-preview/24d9cece98622dcd2fd7a8c1ab8476c24eb83e0b?cid=9950ac751e34487dbbe027c4fd7f8e99","false","0","GB5KW1700906","spotify:user:11126428529","2019-01-11T15:42:14Z"
"spotify:track:5cXAxb9sQdLjCaf4BfjyBX","Bomb First","spotify:artist:4eujb0S8BP4Oy9suTA04mE, spotify:artist:0rkBb19hZKPCrXugecfokF","Gydra, Coppa","spotify:album:1bNkWhxhJOZxIS431WRHzl","Beatdown","spotify:artist:4eujb0S8BP4Oy9suTA04mE","Gydra","2017-12-25","https://i.scdn.co/image/ab67616d0000b273080d435f40508979b3381f60","1","6","262068","https://p.scdn.co/mp3-preview/c477a52a29a51b6cdb7fc360c46ad462b5b1886e?cid=9950ac751e34487dbbe027c4fd7f8e99","false","0","GB8KE1758153","spotify:user:11126428529","2019-01-11T18:12:58Z"
"spotify:track:6bOnYIxjGe18PAiuWaZoAj","The Chase","spotify:artist:6sNeV6FX2me50N5Jh1idA4, spotify:artist:7sLv4bED064cYa2XhF85og","The Clamps, Tasha Baxter","spotify:album:21d7ZWzqpk0z3o6TjGK6Vb","FTDS","spotify:artist:6sNeV6FX2me50N5Jh1idA4","The Clamps","2017-04-14","https://i.scdn.co/image/ab67616d0000b273fd67b71c706df3a4df6d5334","1","3","424186","https://p.scdn.co/mp3-preview/c7f907532f26fec8ef43a7242df446883fa07647?cid=9950ac751e34487dbbe027c4fd7f8e99","false","0","GB8KE1652796","spotify:user:11126428529","2019-01-11T18:33:45Z"
"spotify:track:6BKtsUofka3YmnpgU58Z2Y","Bloodbrain - VIP","spotify:artist:6x86bGIETlG5r3bBa8K6F3","L 33","spotify:album:3Si2qV8hiloNT0GM7vut6V","Karate LP (The Black Belt Edition)","spotify:artist:6x86bGIETlG5r3bBa8K6F3","L 33","2017-02-27","https://i.scdn.co/image/ab67616d0000b273dc04ba858df67d3c57db887f","1","5","342068","https://p.scdn.co/mp3-preview/fa1b2dc535d3566f2a92c5b49f54a30c086340b7?cid=9950ac751e34487dbbe027c4fd7f8e99","false","18","NLCK41037375","spotify:user:11126428529","2019-01-11T18:43:08Z"
"spotify:track:709RcgOTctEKLlmQm8ujjq","Monsters","spotify:artist:4xaF2VIGwhWyEMbM6GuLdm","Teddy Killerz","spotify:album:70IAtXC86BiewHgnWOVVJB","Bassrush 3.0 / Sampler, Pt. 2","spotify:artist:4xaF2VIGwhWyEMbM6GuLdm, spotify:artist:3w3WqbSrbWwGlnQV4fLcUM","Teddy Killerz, Flite","2018-09-14","https://i.scdn.co/image/ab67616d0000b273e064958415c6c4539e995dc1","1","1","277136","https://p.scdn.co/mp3-preview/c06a1c1e3233715f2c4c0e1dce671e73195060a5?cid=9950ac751e34487dbbe027c4fd7f8e99","false","0","GBTMZ1800865","spotify:user:11126428529","2019-01-12T19:01:33Z"
"spotify:track:3YQDotZZEtphRXLkMscx7g","Haymaker","spotify:artist:0CRJK2gwHjs3IKm4uhjNTR","Pythius","spotify:album:5YU82QVeqoeq2rhcfY0NJR","Blackout: Best Of 2018","spotify:artist:0LyfQWJT6nXafLPZqxe9Of","Various Artists","2019-01-14","https://i.scdn.co/image/ab67616d0000b273c12242e74674b8a3b969b636","1","3","274482","https://p.scdn.co/mp3-preview/ae1206a2853562c3edcd622e013a5c93135295e0?cid=9950ac751e34487dbbe027c4fd7f8e99","false","0","USA2P1811790","spotify:user:11126428529","2019-01-15T13:28:40Z"
